B1,B2,B3,B4,Label
-93.5,-92,-90.67,-86.5,Empty
-93.33,-92,-88.75,-86.25,Empty
-93.33,-86.5,-89.33,-86.25,Empty
-92.33,-86.5,-87.25,-85.5,Empty
-92.33,-80.75,-87.33,-85.5,Empty
-91.5,-79,-88,-85,Empty
-91.5,-77.75,-88,-85,Empty
-90,-78.6,-85.75,-84.5,Empty
-90,-74.25,-85.75,-84.5,Empty
-90,-74.25,-87.5,-84.75,Empty
-90,-77,-87.5,-84.75,Empty
-90,-77,-90,-85,Empty
-90,-80.25,-90,-85,Empty
-89.67,-83,-89.5,-85,Empty
-89.67,-83,-89.5,-85,Empty
-89.5,-83.5,-89.67,-85,Empty
-89.5,-87,-89.67,-85,Empty
-89,-87,-89.5,-85.33,Empty
-89,-91.67,-89.5,-85.33,Empty
-91.5,-91.67,-85,-86,Empty
-91.5,-94.33,-85,-86,Empty
-92,-94.33,-90.5,-85.67,Empty
-92,-89,-90.5,-85.67,Empty
-91.33,-89,-87.33,-85.5,Empty
-91.33,-83.5,-87.33,-85.5,Empty
-91.33,-83.5,-88,-85,Empty
-91,-77.25,-88,-85,Empty
-90,-77.25,-90.25,-84,Empty
-90,-72.25,-90.25,-84,Empty
-90,-72.25,-87.75,-84.25,Empty
-90.25,-72,-87.75,-84.25,Empty
-90,-72,-89.75,-84.25,Empty
-90,-75.33,-89.75,-84.25,Empty
-90,-75.33,-88.5,-84.5,Empty
-90.25,-78.67,-88.5,-84.5,Empty
-90.25,-78.67,-88,-85.25,Empty
-91.25,-83,-88,-85.25,Empty
-91.25,-83,-87.75,-85.75,Empty
-91.33,-86.25,-87.75,-85.75,Empty
-92.5,-86.25,-85.75,-87,Empty
-92.67,-89.25,-85.75,-87,Empty
-92.67,-89.25,-84.5,-88.25,Empty
-93.67,-91.67,-84.5,-88.25,Empty
-92.5,-91.67,-82.75,-88,Empty
-92,-87.67,-82.75,-88,Empty
-91,-87.67,-81,-88.33,Empty
-91,-79.67,-81,-88.33,Empty
-91,-79.67,-83.5,-86.33,Empty
-90.5,-72.67,-83.5,-86.33,Empty
-90.5,-72.67,-86,-84.67,Empty
-89.75,-72.5,-86,-84.67,Empty
-90,-72.5,-87.75,-84.67,Empty
-89.75,-74.25,-87.75,-84.67,Empty
-90.33,-74.25,-90.25,-84.75,Empty
-90.25,-77,-90.25,-84.75,Empty
-90.25,-77,-89.25,-85,Empty
-89.75,-79.25,-89.25,-85,Empty
-89.75,-79.25,-88.75,-85,Empty
-90.75,-85.5,-88.75,-85,Empty
-90.75,-85.5,-88.67,-85,Empty
-92.25,-89,-88.67,-85,Empty
-92.8,-89,-85.67,-85,Empty
-93.5,-92.75,-85.67,-85,Empty
-93.5,-92.75,-85,-85,Empty
-93.75,-95.75,-85,-85,Empty
-93.75,-95.75,-81,-85,Empty
-92.75,-89.75,-81,-85,Empty
-92.75,-89.75,-85.67,-85,Empty
-91.5,-84.25,-85.67,-85,Empty
-90.33,-84.25,-88,-85,Empty
-90,-79.67,-88,-85,Empty
-90,-79.67,-88.5,-85,Empty
-90,-72.5,-88.5,-85,Empty
-90,-72.5,-91.5,-85,Empty
-90.67,-77,-91.5,-85,Empty
-90.67,-77,-90.33,-85,Empty
-90.67,-82,-90.33,-85,Empty
-90.67,-82,-90,-85,Empty
-91.5,-82,-90,-85,Empty
-91.5,-82,-89.33,-85.33,Empty
-92.33,-85.5,-89.33,-85.33,Empty
-92.33,-85.5,-88,-85.75,Empty
-92.33,-86.67,-88,-85.75,Empty
-92.33,-86.67,-86.5,-86.25,Empty
-94,-87.67,-86.5,-86.25,Empty
-94,-87.67,-85,-86.5,Empty
-93,-91.67,-85,-86.5,Empty
-93,-91.67,-82.75,-86,Empty
-92.25,-83.67,-82.75,-86,Empty
-92.25,-83.67,-81,-85.67,Empty
-91.5,-81,-81,-85.67,Empty
-91.5,-81,-84,-84.67,Empty
-90.5,-78.25,-84,-84.67,Empty
-90.5,-78.25,-87,-84.33,Empty
-90.25,-73,-87,-84.33,Empty
-90.25,-73,-90.33,-84.5,Empty
-89.75,-75.75,-90.33,-84.5,Empty
-89.75,-75.75,-89.75,-84.5,Empty
-89.75,-78.25,-89.75,-84.5,Empty
-89.75,-78.25,-88.75,-86,Empty
-90.75,-80.25,-88.75,-86,Empty
-90.75,-80.25,-88,-87,Empty
-92,-85.5,-88,-87,Empty
-92,-85.5,-87.67,-86.67,Empty
-93,-88.25,-87.67,-86.67,Empty
-93,-88.25,-90,-86.67,Empty
-94,-90.25,-90,-86.67,Empty
-94,-90.25,-93,-86.5,Empty
-92.33,-93,-93,-86.5,Empty
-92.33,-93,-95.5,-85,Empty
-91.33,-85.67,-95.5,-85,Empty
-91.33,-85.67,-94,-84,Empty
-90.33,-81.5,-94,-84,Empty
-90.33,-81.5,-92.33,-84,Empty
-90.33,-72,-92.33,-84,Empty
-90.33,-72,-90.67,-84.25,Empty
-90.67,-77.5,-90.67,-84.25,Empty
-90.67,-77.5,-90,-84.75,Empty
-90.5,-82.5,-90,-84.75,Empty
-90.5,-82.5,-89.25,-85,Empty
-90,-82.33,-89.25,-85,Empty
-90,-82.33,-89.25,-85.75,Empty
-90,-83,-89.25,-85.75,Empty
-90,-83,-88.5,-86.75,Empty
-91,-86.25,-88.5,-86.75,Empty
-91,-86.25,-88.67,-87,Empty
-91.33,-86.75,-88.67,-87,Empty
-91.33,-86.75,-86.33,-87.75,Empty
-92,-90.25,-86.33,-87.75,Empty
-92,-90.25,-83.33,-88,Empty
-92,-87,-83.33,-88,Empty
-92,-87,-80.67,-86.67,Empty
-90.67,-81.25,-80.67,-86.67,Empty
-90.67,-81.25,-83,-85.67,Empty
-90,-78.25,-83,-85.67,Empty
-90,-78.25,-85.75,-85,Empty
-89.5,-72.33,-85.75,-85,Empty
-89.5,-72.33,-88.5,-85,Empty
-89,-75,-88.5,-85,Empty
-89,-75,-90.75,-85,Empty
-89.33,-78.33,-90.75,-85,Empty
-89.33,-78.33,-90.25,-85.33,Empty
-89.33,-81.5,-90.25,-85.33,Empty
-89.33,-81.5,-88.75,-85.67,Empty
-91.33,-86,-88.75,-85.67,Empty
-91.33,-86,-86.5,-86,Empty
-94.33,-87.67,-86.5,-86,Empty
-94.33,-87.67,-85.67,-86.67,Empty
-95.67,-87.33,-85.67,-86.67,Empty
-95.67,-87.33,-84.5,-86,Empty
-95,-87.33,-84.5,-86,Empty
-95,-87.33,-81.5,-85.5,Empty
-92.5,-83.5,-81.5,-85.5,Empty
-92.5,-83.5,-80,-85.33,Empty
-92.5,-77.5,-80,-85.25,Empty
-92.5,-77.5,-85.5,-84.67,Empty
-91.25,-72,-85.5,-84.75,Empty
-91.25,-72,-88,-85,Empty
-90.5,-72,-88,-85,Empty
-90.5,-72,-92,-85,Empty
-92.25,-75.67,-92,-85,Empty
-92.25,-75.67,-90.75,-85,Empty
-90.67,-78,-90.75,-86,Empty
-90.67,-78,-89.75,-86,Empty
-89.67,-81.5,-89.75,-84,Empty
-89.67,-76.67,-88.67,-84,Empty
-90,-75.5,-88.67,-85.67,Empty
-90,-75.5,-84,-85.75,Empty
-88.33,-73,-84,-85.75,Empty
-88.33,-71,-83.67,-85.75,Empty
-88,-68,-83.67,-82.25,Empty
-88,-68,-82,-82.25,Empty
-88.67,-68,-82,-83.33,Empty
-88.67,-68.5,-82,-83.33,Empty
-87.5,-65,-82,-80,Empty
-87.5,-65,-86,-74,Empty
-87,-65,-86,-74,Empty
-87,-80.85215789,-85.3813596,-74,Empty
-89.5,-83.33,-90.67,-81,Empty
-89.5,-83.33,-85,-80.67,Empty
-89.5,-79,-85,-80.67,Empty
-89.5,-79,-82.67,-82.67,Empty
-89,-75,-82.67,-82.67,Empty
-89,-75,-86.33,-83.5,Empty
-89,-79.25,-86.33,-83.5,Empty
-89,-79.25,-87,-84.75,Empty
-89,-83.5,-87,-84.75,Empty
-89,-83.5,-89.25,-86.33,Empty
-89,-87.5,-89.25,-86.33,Empty
-89,-87.5,-90.5,-86.33,Empty
-89,-91.5,-90.5,-86.33,Empty
-89,-91.5,-91.75,-86.67,Empty
-89,-90.5,-91.75,-86.67,Empty
-89,-90.5,-92.67,-87.33,Empty
-90,-89,-92.67,-87.33,Empty
-90,-89,-95,-85.5,Empty
-90,-88.25,-95,-85.5,Empty
-90,-88.25,-87,-84.25,Empty
-90.5,-84.5,-87,-84.25,Empty
-90.5,-84.5,-79.5,-82.5,Empty
-90.5,-81.25,-79.5,-82.5,Empty
-90.5,-81.25,-79.67,-80.75,Empty
-89.75,-78.75,-79.67,-80.75,Empty
-89.75,-78.75,-79.75,-82.5,Empty
-89.75,-75.5,-79.75,-82.5,Empty
-89.75,-75.5,-82,-82.67,Empty
-89.25,-80,-82,-83.25,Empty
-89.25,-80,-84.25,-84.33,Empty
-89.25,-81.67,-84.25,-84.75,Empty
-89.25,-81.67,-86.5,-86,Empty
-88.75,-83,-86.5,-86.5,Empty
-88.75,-83,-90,-86.33,Empty
-88.75,-87,-90,-86.5,Empty
-88.75,-87,-90.67,-86.5,Empty
-88.67,-84,-90.67,-87,Empty
-88.67,-84,-91.5,-87,Empty
-89,-85,-91.5,-87.33,Empty
-89,-85,-86.5,-87.33,Empty
-90.67,-87.67,-86.5,-87,Empty
-90.67,-87.67,-79.5,-87,Empty
-91.33,-84.5,-79.5,-83.5,Empty
-91.33,-84.5,-79.33,-83.5,Empty
-90.75,-81.25,-79.33,-80,Empty
-90.75,-81.25,-79.5,-80,Empty
-90.5,-78.25,-79.5,-80,Empty
-90.5,-78.25,-82,-80,Empty
-90.25,-75,-82,-80,Empty
-90.25,-75,-84.25,-80,Empty
-90,-81,-84.25,-82,Empty
-90,-81,-86.75,-82,Empty
-90,-81,-86.75,-84,Empty
-90,-81,-89,-84,Empty
-90.5,-84,-89,-86.67,Empty
-90.5,-84,-90,-86.67,Empty
-88.5,-84,-90,-87.25,Empty
-88.5,-85.67,-92.25,-87.25,Empty
-89,-82,-92.25,-89,Empty
-89,-84,-93.5,-89,Empty
-89.33,-88.5,-93.5,-89.25,Empty
-89.33,-88.67,-91,-89.25,Empty
-89.5,-88.67,-91,-87.5,Empty
-89.5,-90,-87.5,-87.5,Empty
-90.25,-90.33,-87.5,-85.5,Empty
-90.25,-90.33,-83,-85.5,Empty
-90,-90.33,-83,-82.75,Empty
-90,-86,-79.25,-82.75,Empty
-90,-86,-79.25,-82.75,Empty
-90,-81.33,-81.75,-82.75,Empty
-89.67,-81.33,-81.75,-84,Empty
-89.67,-81.33,-84.5,-84,Empty
-89,-81.33,-84.5,-85.5,Empty
-89,-84.5,-86,-85.5,Empty
-89,-84.5,-86,-86.5,Empty
-89,-87,-89.5,-86.5,Empty
-89.25,-87,-89.5,-86.75,Empty
-89.25,-91.5,-93.5,-86.75,Empty
-89.33,-91.5,-93.5,-87.25,Empty
-89.33,-89.5,-97,-87.25,Empty
-89.5,-89.5,-97,-87.33,Empty
-88.33,-87,-97,-87.33,Empty
-88,-87,-97,-88,Empty
-88.67,-87.67,-87.5,-88,Empty
-88,-87.67,-87.5,-88,Empty
-89,-85,-78.5,-88,Empty
-89,-85,-78.5,-81,Empty
-89,-80,-79,-81,Empty
-89,-80,-79,-80.5,Empty
-89.75,-75.5,-81.75,-80.5,Empty
-89.75,-75.5,-81.75,-82.33,Empty
-89.5,-75.33,-84.75,-82.33,Empty
-89.5,-75.33,-84.75,-83.25,Empty
-89.25,-80,-86.67,-83.25,Empty
-89.25,-80,-86.67,-84.5,Empty
-89.25,-84.5,-90,-84.5,Empty
-89.25,-84.5,-90,-86,Empty
-89.25,-87.25,-90,-86,Empty
-89.25,-87.25,-90,-86.5,Empty
-89.33,-91.33,-93.5,-86.5,Empty
-89.33,-91.33,-93.5,-86.67,Empty
-89,-89.33,-93.5,-86.67,Empty
-89,-89.33,-93.5,-87.33,Empty
-89.67,-87.33,-97,-87.33,Empty
-89.67,-87.33,-97,-88,Empty
-90,-88,-88.5,-88,Empty
-90,-88,-88.5,-85.33,Empty
-90.25,-85.5,-80,-85.33,Empty
-90.25,-85.5,-80,-84.5,Empty
-90.67,-84.67,-79.67,-84.5,Empty
-90.67,-84.67,-79.67,-82.75,Empty
-90.33,-80.33,-79.5,-82.75,Empty
-90.33,-80.33,-79.5,-82.25,Empty
-90.33,-82.33,-82,-82.25,Empty
-90.33,-82.33,-82,-84,Empty
-89.67,-87.33,-82.67,-84,Empty
-89.67,-87.33,-84,-85,Empty
-89.5,-89,-85.67,-85,Empty
-89.5,-89,-86.75,-86.5,Empty
-89.25,-90.5,-89.33,-86.5,Empty
-89.25,-90.5,-89.33,-87,Empty
-89.25,-89.33,-89,-87,Empty
-89.25,-89.33,-91.33,-87,Empty
-89.33,-87.33,-91.33,-87,Empty
-89.33,-87.33,-93,-87.33,Empty
-89.67,-85.33,-93,-87.33,Empty
-89.67,-85.33,-96,-85.33,Empty
-88.67,-83.33,-96,-85.33,Empty
-88.67,-83.33,-96,-82.67,Empty
-88.67,-83.33,-96,-82.67,Empty
-88.67,-83.33,-88,-80.33,Empty
-89.5,-79.33,-88,-80.33,Empty
-89.5,-79.33,-85,-80.33,Empty
-89.33,-75,-85,-80.33,Empty
-89.33,-75,-85,-80,Empty
-91,-84.5,-85,-80,Empty
-91,-84.5,-82.33,-83,Empty
-90.67,-84,-82.33,-83,Empty
-90.67,-84,-86,-86,Empty
-89.67,-90.67,-86,-86,Empty
-89.67,-90.67,-89,-86,Empty
-89.67,-88.5,-89,-86,Empty
-89.67,-88.5,-91,-87,Empty
-88.67,-86.75,-91,-87,Empty
-88.67,-86.75,-92.5,-87.5,Empty
-88.67,-88,-92.5,-87.5,Empty
-88.67,-88,-93,-88.5,Empty
-89.33,-86,-93,-88.5,Empty
-89.33,-86,-90.33,-86,Empty
-89.25,-84.25,-90.33,-86,Empty
-89.25,-84.25,-84.33,-83.33,Empty
-89.75,-81.5,-84.33,-83.33,Empty
-89.75,-81.5,-79.67,-83.33,Empty
-90.25,-78.25,-79.67,-83.33,Empty
-90.25,-78.25,-79.5,-81.33,Empty
-90.25,-79.75,-79.5,-81.33,Empty
-90.25,-79.75,-81.75,-83,Empty
-90.5,-85,-81.75,-83,Empty
-90.5,-85,-84.75,-84.67,Empty
-90,-89.5,-84.75,-84.67,Empty
-90,-89.5,-87.25,-84.75,Empty
-89.75,-94,-87.25,-84.75,Empty
-89.75,-94,-89.5,-86,Empty
-89.25,-92.25,-89.5,-86,Empty
-89.25,-92.25,-90.75,-86.5,Empty
-88.75,-89.5,-90.75,-86.5,Empty
-88.75,-89.5,-90.67,-87,Empty
-89.25,-87.75,-90.67,-87,Empty
-89.25,-87.75,-91,-87.67,Empty
-89.25,-86.5,-91,-87.67,Empty
-89.25,-86.5,-86,-85.67,Empty
-89.75,-84,-86,-85.67,Empty
-89.75,-84,-86.5,-83.33,Empty
-90,-81.75,-86.5,-83.33,Empty
-90,-81.75,-84,-81.33,Empty
-90,-80,-84,-81.33,Empty
-90,-80,-84,-82.25,Empty
-89.67,-81.33,-84,-82.25,Empty
-89.67,-81.33,-88.33,-83.5,Empty
-89.33,-87,-88.33,-83.5,Empty
-89.33,-87,-86.33,-84.75,Empty
-89.33,-92,-86.33,-84.75,Empty
-89.33,-92,-89.67,-85.75,Empty
-88.25,-92,-89.67,-85.75,Empty
-88.25,-92,-91.5,-86.25,Empty
-88,-90.25,-91.5,-86.25,Empty
-88,-90.25,-93,-86.75,Empty
-87.67,-89,-93,-86.75,Empty
-87.67,-89,-94.33,-87.25,Empty
-88.67,-88.25,-94.33,-87.25,Empty
-88.67,-88.25,-96,-87.67,Empty
-90.67,-84,-96,-87.67,Empty
-90.67,-84,-90.33,-85.67,Empty
-90.25,-81.5,-90.33,-85.67,Empty
-90.25,-81.5,-84.67,-83.67,Empty
-90,-78.5,-84.67,-83.67,Empty
-90,-78.5,-84,-81,Empty
-89.5,-75.25,-84,-81,Empty
-89.5,-75.25,-80.5,-82.25,Empty
-89.25,-79.75,-80.5,-82.25,Empty
-89.25,-79.75,-83,-83.5,Empty
-89.25,-83.75,-83,-83.5,Empty
-89.25,-83.75,-85.25,-84.5,Empty
-89.75,-88,-85.25,-84.5,Empty
-89.75,-88,-87,-86,Empty
-89.5,-88.25,-87,-86,Empty
-89.5,-88.25,-90.75,-86.33,Empty
-89,-86.75,-90.75,-86.33,Empty
-89,-86.75,-90.75,-86.67,Empty
-89.25,-86,-90.75,-86.67,Empty
-89.25,-86,-92.5,-87,Empty
-89,-84.5,-92.5,-87,Empty
-89,-84.5,-93.67,-85.5,Empty
-89,-84.5,-93.67,-85.5,Empty
-89,-84.5,-93,-84.25,Empty
-90,-81.5,-93,-84.25,Empty
-90,-81.5,-96,-83,Empty
-90.33,-78.5,-96,-83,Empty
-90.33,-78.5,-79,-81.67,Empty
-90.33,-77.75,-79,-81.67,Empty
-90.33,-77.75,-79,-83.33,Empty
-90.5,-79.5,-79,-83.33,Empty
-90.5,-79.5,-83.5,-84.67,Empty
-90.5,-84.25,-83.5,-84.67,Empty
-90.5,-84.25,-85.33,-86.67,Empty
-90.25,-88.5,-85.33,-86.67,Empty
-90.25,-88.5,-88.67,-87,Empty
-90.67,-88.25,-88.67,-87,Empty
-90.67,-88.25,-90.25,-87.5,Empty
-90,-89.5,-90.25,-87.5,Empty
-90,-89.5,-91,-87.75,Empty
-89.67,-88,-91,-87.75,Empty
-89.67,-88,-93,-87.5,Empty
-89.67,-86.75,-93,-87.5,Empty
-89.67,-86.75,-95,-85.75,Empty
-89.75,-85,-95,-85.75,Empty
-89.75,-85,-89.67,-84,Empty
-90,-81.75,-89.67,-84,Empty
-90,-81.75,-87,-82.5,Empty
-90,-78.75,-87,-82.5,Empty
-90,-78.75,-83,-82.25,Empty
-89.67,-80.25,-83,-82.25,Empty
-89.67,-80.25,-79,-83.5,Empty
-89.67,-84.5,-79,-83.5,Empty
-89.67,-84.5,-82.33,-85,Empty
-89.75,-89,-82.33,-85,Empty
-89.75,-89,-85.33,-86.25,Empty
-89.5,-93.33,-85.33,-86.25,Empty
-89.5,-93.33,-88.67,-86.33,Empty
-89.67,-93,-88.67,-86.75,Empty
-89.67,-93.33,-90.5,-87,Empty
-89,-93.5,-90.5,-87,Empty
-89,-90.33,-92,-87,Empty
-89.33,-89,-92,-87,Empty
-89.33,-88.67,-93.5,-87.33,Empty
-89.67,-88.67,-93.5,-87.5,Empty
-89.67,-85.25,-95.75,-87.5,Empty
-89.5,-85.25,-95.75,-85.75,Empty
-89.5,-80.5,-91.5,-85.75,Empty
-90,-80.5,-91.5,-84,Empty
-90,-78.5,-92.25,-84,Empty
-89.5,-78.5,-92.25,-83,Empty
-89.5,-75.25,-88.75,-83,Empty
-89.25,-75.25,-88.75,-82.33,Empty
-89.25,-79.5,-86.25,-82.33,Empty
-89.33,-79.5,-86.25,-84,Empty
-89.33,-83.75,-88.75,-84,Empty
-89,-83.75,-88.75,-86,Empty
-89,-87.75,-86.5,-86,Empty
-89,-87.75,-86.5,-86,Empty
-89,-91,-88.67,-86,Empty
-89.33,-91,-88.67,-86.25,Empty
-89.33,-89.75,-89,-86.25,Empty
-89.25,-89.75,-89,-87.25,Empty
-89.25,-88.5,-92,-87.25,Empty
-89.75,-88.5,-92,-87.75,Empty
-89.75,-87.25,-95,-87.75,Empty
-90,-87.25,-95,-86.25,Empty
-90,-84,-89.67,-86.25,Empty
-90.25,-84,-89.67,-84.75,Empty
-90.25,-83,-89.67,-84.75,Empty
-90.67,-83,-89.67,-82.25,Empty
-90.67,-79,-84.33,-82.25,Empty
-90.33,-79,-84.33,-80.5,Empty
-90.33,-75,-79.33,-80.5,Empty
-90,-75,-79.33,-82,Empty
-90,-81,-82.67,-82,Empty
-89.33,-81,-82.67,-83.25,Empty
-89.33,-83.75,-84.5,-83.25,Empty
-89.33,-83.75,-84.5,-84.75,Empty
-89.5,-88.25,-86.75,-84.75,Empty
-89.33,-88.25,-86.75,-86.25,Empty
-89.5,-91.25,-89,-86.25,Empty
-89.67,-91.25,-89,-86.33,Empty
-89.5,-89.5,-91,-86.33,Empty
-89.67,-89.5,-91,-87,Empty
-90.25,-88.25,-93.67,-87,Empty
-90.25,-88.25,-93.67,-87.67,Empty
-90.25,-83.75,-96,-87.67,Empty
-90.25,-83.75,-96,-85.33,Empty
-90.25,-82.67,-92,-85.33,Empty
-90.25,-82.67,-92,-84.5,Empty
-90.5,-81,-92.75,-84.5,Empty
-90.5,-81,-92.75,-82.75,Empty
-90,-75,-87.75,-82.75,Empty
-90,-75,-87.75,-82.25,Empty
-90,-83,-85.33,-82.25,Empty
-90,-83,-85.33,-83.75,Empty
-90,-88.5,-88,-83.75,Empty
-90,-88.5,-88,-84.75,Empty
-89.33,-89.67,-85,-84.75,Empty
-89.33,-89.67,-85,-87,Empty
-89.25,-90.25,-88.67,-87,Empty
-89.25,-90.25,-88.67,-87.75,Empty
-88,-90,-90.75,-87.75,Empty
-88,-90,-90.75,-88.25,Empty
-87.5,-88.67,-93.25,-88.25,Empty
-87.5,-88.67,-93.25,-89,Empty
-88.25,-87.67,-94.75,-89,Empty
-88.25,-87.67,-94.75,-86.5,Empty
-88.75,-85.5,-96,-86.5,Empty
-88.75,-85.5,-96,-84.25,Empty
-90.25,-82.5,-91.5,-84.25,Empty
-90.25,-82.5,-91.5,-82.5,Empty
-90.5,-80.67,-86.75,-82.5,Empty
-90.5,-80.67,-86.75,-80.5,Empty
-90,-76.33,-83,-80.5,Empty
-90,-76.33,-83,-82.25,Empty
-89.75,-80.25,-81.75,-82.25,Empty
-89.75,-80.25,-81.75,-83.75,Empty
-89.25,-84.25,-84.25,-83.75,Empty
-89.25,-84.25,-84.25,-85.25,Empty
-89.5,-88,-86.75,-85.25,Empty
-89.5,-88,-86.75,-86.75,Empty
-89.5,-90.75,-89,-86.75,Empty
-89.5,-90.75,-89,-86.75,Empty
-89.25,-89,-89.67,-86.75,Empty
-89.25,-89,-89.67,-87.25,Empty
-89.25,-86.75,-90,-87.25,Empty
-89.25,-86.75,-92,-87.5,Empty
-89.25,-86,-93.5,-87.5,Empty
-89.25,-86,-93.67,-86,Empty
-88.5,-83.25,-93.67,-86,Empty
-88.5,-83.25,-94.25,-84.25,Empty
-88.33,-82.67,-95.33,-84.25,Empty
-88.33,-82.67,-91.25,-82.5,Empty
-88,-80,-91.25,-82.5,Empty
-88,-80,-87.25,-80.67,Empty
-87.5,-75.5,-87.25,-80.67,Empty
-87.5,-75.5,-83.5,-82.33,Empty
-89.5,-83.5,-83.5,-82.33,Empty
-89.5,-83.5,-82,-84.33,Empty
-89.33,-83.67,-82,-84.33,Empty
-89.33,-83.67,-84.25,-86,Empty
-89.25,-89.67,-84.25,-86,Empty
-89.25,-89.67,-86.25,-86.5,Empty
-89.5,-89.25,-86.25,-86.5,Empty
-89.5,-89.25,-88.5,-87,Empty
-89,-88,-88.5,-87,Empty
-89,-88,-88,-87.5,Empty
-89.5,-89.25,-88,-87.5,Empty
-89.5,-89.25,-90,-88,Empty
-90.25,-87,-90,-88,Empty
-90.25,-87,-92.33,-86,Empty
-90.25,-83.75,-92.33,-86,Empty
-90.25,-83.75,-89.67,-84,Empty
-90.75,-81,-89.67,-84,Empty
-90.75,-81,-86.75,-82.25,Empty
-90.5,-78.33,-86.75,-82.25,Empty
-90.5,-78.33,-83,-80.33,Empty
-90,-81.33,-83,-80.33,Empty
-90,-81.33,-79,-82.33,Empty
-90,-87,-79,-82.33,Empty
-90,-87,-81,-84.33,Empty
-90,-93,-81,-84.33,Empty
-90,-93,-83.75,-86,Empty
-89.67,-93,-83.75,-86,Empty
-89.67,-93,-85.33,-86.25,Empty
-89,-90,-85.33,-86.25,Empty
-89,-90,-88.67,-86.75,Empty
-88.75,-88.75,-88.67,-86.75,Empty
-88.75,-88.75,-91.67,-87,Empty
-89,-87,-91.67,-87,Empty
-89,-87,-93,-87.33,Empty
-89.5,-85.75,-93,-87.33,Empty
-89.5,-85.75,-94,-85.33,Empty
-90.25,-84.5,-94,-85.33,Empty
-90.25,-84.5,-91,-82.67,Empty
-90.67,-83.67,-91,-82.67,Empty
-90.67,-83.67,-88,-80.33,Empty
-90.5,-82,-88,-80.33,Empty
-90.5,-82,-85,-81.75,Empty
-90,-79,-85,-81.75,Empty
-90,-79,-79.5,-83.25,Empty
-89,-88,-79.5,-83.25,Empty
-89,-88,-83.5,-84.33,Empty
-89,-89.33,-83.5,-84.33,Empty
-89,-89.33,-85,-86.33,Empty
-87,-90.25,-85,-86.33,Empty
-87,-90.25,-88,-86.67,Empty
-87.33,-90.5,-88,-86.67,Empty
-87.33,-90.5,-90.33,-87,Empty
-87,-89,-90.33,-87,Empty
-87,-89,-93,-88,Empty
-87.75,-88,-93,-88,Empty
-87.75,-88,-95.33,-88.67,Empty
-89,-83.5,-95.33,-88.67,Empty
-89,-83.5,-95.33,-86.67,Empty
-89.5,-81.5,-95.33,-86.67,Empty
-89.5,-81.5,-97,-84,Empty
-90,-79.33,-97,-84,Empty
-90,-79.33,-91.67,-80.67,Empty
-89.67,-75.33,-91.67,-80.67,Empty
-89.67,-75.33,-86.33,-82,Empty
-89,-75.5,-86.33,-82,Empty
-89,-75.5,-86.33,-83.25,Empty
-89.33,-78,-86.33,-83.25,Empty
-89.33,-78,-82,-84.75,Empty
-89.25,-83,-82,-84.75,Empty
-89.25,-83,-84.67,-86,Empty
-89.5,-86.67,-84.67,-86,Empty
-89.5,-86.67,-88.67,-86,Empty
-89.75,-86.67,-88.67,-86,Empty
-89.75,-86.67,-90.25,-86.67,Empty
-89.33,-89.33,-90.25,-86.67,Empty
-89.33,-89.33,-92.5,-87.33,Empty
-89.5,-89.33,-92.5,-87.33,Empty
-89.5,-89.33,-94.5,-85.33,Empty
-90,-85.67,-94.5,-85.33,Empty
-90,-85.67,-91.5,-85.33,Empty
-91,-83.25,-91.5,-85.33,Empty
-91,-83.25,-87.5,-83,Empty
-91.5,-80.25,-87.5,-83,Empty
-91.5,-80.25,-83.5,-80.5,Empty
-91.5,-79.25,-83.5,-80.5,Empty
-91.5,-79.25,-79.5,-83.5,Empty
-92,-82.5,-79.5,-83.5,Empty
-92,-82.5,-82,-84,Empty
-90.5,-86.75,-82,-84,Empty
-90.5,-86.75,-85,-85.67,Empty
-89.5,-91,-85,-85.67,Empty
-89.5,-91,-87.25,-86.25,Empty
-89.33,-90.75,-87.25,-86.25,Empty
-89.33,-90.75,-89.67,-86.5,Empty
-89.33,-92,-89.67,-86.5,Empty
-89.33,-92,-92,-87.25,Empty
-90,-90.75,-92,-87.25,Empty
-90,-90.75,-94.33,-87.5,Empty
-90.33,-86.25,-94.33,-87.5,Empty
-90.33,-86.25,-97.33,-85.75,Empty
-90.67,-83.25,-97.33,-85.75,Empty
-90.67,-83.25,-92.75,-84.25,Empty
-90.75,-79.67,-92.75,-84.25,Empty
-90.75,-78.5,-88.75,-83,Empty
-90.5,-75.33,-88.75,-83,Empty
-90.5,-75.5,-84,-81,Empty
-90.25,-75.67,-84,-81,Empty
-90.25,-77.75,-81.5,-81,Empty
-90,-78.33,-81.5,-82.67,Empty
-90,-82.25,-84,-83.5,Empty
-89.75,-82.25,-84,-84.67,Empty
-89.75,-87,-86,-84.67,Empty
-89.67,-87,-86,-85,Empty
-89.67,-89.5,-88.25,-86.33,Empty
-89,-89.5,-88.25,-86.75,Empty
-89,-89.5,-89.5,-86.75,Empty
-88.67,-89.5,-89.5,-87.25,Empty
-88.67,-89.5,-91.75,-87.25,Empty
-89,-89.5,-91.75,-87.25,Empty
-89,-88,-93,-87.25,Empty
-89.5,-88,-93,-87.75,Empty
-89.5,-85.5,-90,-87.75,Empty
-89,-85.5,-90,-85.75,Empty
-89,-83.5,-85.67,-85.75,Empty
